shipment_id,product_id,supplier_id,origin_location_id,destination_location_id,shipment_date,quantity,shipping_cost,planned_delivery_date,actual_delivery_date,is_on_time
2304,49,5,3,9,2023-04-16,182,283.31,2023-04-21,2023-04-21,True
2305,22,4,2,5,2023-04-17,193,435.3,2023-04-25,2023-04-25,True
2306,23,3,6,4,2023-04-17,16,422.58,2023-04-27,2023-04-29,False
2307,24,4,3,9,2023-04-17,102,305.75,2023-04-26,2023-04-26,True
2308,29,3,1,6,2023-04-17,56,458.72,2023-04-25,2023-04-25,True
2309,43,3,1,10,2023-04-17,92,439.42,2023-04-24,2023-04-24,True
2310,3,1,10,8,2023-04-18,166,333.63,2023-04-21,2023-04-21,True
2311,8,2,8,2,2023-04-18,14,164.96,2023-04-27,2023-04-27,True
2312,18,1,8,9,2023-04-18,113,152.4,2023-04-21,2023-04-23,False
2313,26,2,5,4,2023-04-18,104,384.48,2023-04-23,2023-04-23,True
2314,35,5,5,2,2023-04-18,82,188.65,2023-04-24,2023-04-24,True
2315,40,2,5,8,2023-04-18,34,416.98,2023-04-28,2023-04-28,True
2316,4,5,2,1,2023-04-19,45,400.41,2023-04-27,2023-04-27,True
2317,10,1,2,6,2023-04-19,156,162.79,2023-04-27,2023-04-27,True
2318,30,2,5,2,2023-04-19,181,444.88,2023-04-27,2023-04-27,True
2319,33,5,3,10,2023-04-19,158,269.7,2023-04-22,2023-04-22,True
2320,44,1,8,10,2023-04-19,199,401.03,2023-04-29,2023-04-29,True
2321,45,1,4,2,2023-04-19,93,414.39,2023-04-28,2023-04-28,True
2322,2,5,3,10,2023-04-21,157,321.87,2023-05-01,2023-05-01,True
2323,41,2,6,4,2023-04-21,154,177.03,2023-04-28,2023-05-03,False
2324,9,5,7,1,2023-04-22,195,472.61,2023-04-28,2023-04-28,True
2325,20,4,6,10,2023-04-22,36,93.17,2023-04-28,2023-04-28,True
2326,23,3,5,7,2023-04-22,156,289.39,2023-04-29,2023-04-29,True
2327,24,3,4,3,2023-04-22,151,323.18,2023-04-27,2023-04-27,True
2328,25,5,1,3,2023-04-22,143,202.91,2023-04-29,2023-04-29,True
2329,6,5,2,8,2023-04-23,83,78.01,2023-05-01,2023-05-05,False
2330,18,5,7,3,2023-04-23,197,335.54,2023-05-03,2023-05-03,True
2331,43,2,4,5,2023-04-23,188,229.87,2023-04-26,2023-04-26,True
2332,44,2,1,4,2023-04-23,132,305.11,2023-05-03,2023-05-03,True
2333,47,2,10,4,2023-04-23,76,104.0,2023-04-29,2023-04-29,True
2334,16,2,10,2,2023-04-24,99,315.19,2023-05-02,2023-05-02,True
2335,17,3,7,5,2023-04-24,98,313.83,2023-05-02,2023-05-02,True
2336,6,5,1,9,2023-04-25,147,477.01,2023-05-02,2023-05-02,True
2337,8,3,1,5,2023-04-25,42,339.54,2023-05-03,2023-05-03,True
2338,12,2,10,8,2023-04-25,112,391.23,2023-04-28,2023-04-28,True
2339,14,1,3,7,2023-04-25,49,181.0,2023-04-30,2023-04-30,True
2340,15,1,1,10,2023-04-25,76,277.49,2023-04-29,2023-04-29,True
2341,19,4,1,6,2023-04-25,156,466.87,2023-04-28,2023-04-28,True
2342,22,1,10,3,2023-04-25,150,350.29,2023-05-03,2023-05-03,True
2343,23,2,10,6,2023-04-25,196,86.26,2023-05-03,2023-05-03,True
2344,29,2,4,7,2023-04-25,125,493.94,2023-05-03,2023-05-03,True
2345,33,1,7,3,2023-04-25,141,73.91,2023-05-03,2023-05-03,True
2346,40,2,3,8,2023-04-25,23,146.11,2023-05-03,2023-05-03,True
2347,50,5,5,10,2023-04-25,151,397.8,2023-04-29,2023-04-29,True
2348,26,5,4,2,2023-04-26,198,371.29,2023-05-03,2023-05-03,True
2349,31,4,7,4,2023-04-26,63,156.27,2023-04-30,2023-04-30,True
2350,43,3,7,6,2023-04-26,32,290.81,2023-05-06,2023-05-06,True
2351,44,3,5,6,2023-04-26,12,323.92,2023-05-05,2023-05-05,True
2352,12,4,8,9,2023-04-27,127,55.65,2023-05-03,2023-05-03,True
2353,13,3,7,6,2023-04-27,137,215.36,2023-05-01,2023-05-01,True
2354,15,1,10,8,2023-04-27,194,460.89,2023-05-02,2023-05-02,True
2355,30,5,5,6,2023-04-27,149,469.72,2023-05-01,2023-05-01,True
2356,33,5,6,9,2023-04-27,77,489.38,2023-05-07,2023-05-07,True
2357,47,1,3,2,2023-04-27,147,453.72,2023-05-02,2023-05-02,True
2358,1,1,7,1,2023-04-28,158,242.51,2023-05-05,2023-05-05,True
2359,3,1,7,6,2023-04-28,103,66.74,2023-05-04,2023-05-04,True
2360,5,2,5,2,2023-04-28,86,460.24,2023-05-02,2023-05-02,True
2361,25,2,6,9,2023-04-28,90,295.42,2023-05-08,2023-05-08,True
2362,26,5,3,10,2023-04-28,56,468.21,2023-05-08,2023-05-08,True
2363,38,3,8,6,2023-04-28,180,476.52,2023-05-01,2023-05-01,True
2364,39,4,2,3,2023-04-28,139,187.78,2023-05-06,2023-05-06,True
2365,48,4,9,4,2023-04-28,140,414.82,2023-05-03,2023-05-03,True
2366,15,1,2,8,2023-04-29,91,413.04,2023-05-09,2023-05-09,True
2367,41,5,9,3,2023-04-29,192,168.59,2023-05-08,2023-05-08,True
2368,45,3,1,10,2023-04-29,156,170.65,2023-05-03,2023-05-03,True
2369,50,1,8,3,2023-04-29,49,495.16,2023-05-08,2023-05-08,True
2370,4,2,4,1,2023-04-30,101,168.18,2023-05-07,2023-05-12,False
2371,6,5,8,9,2023-04-30,192,92.05,2023-05-04,2023-05-04,True
2372,11,2,3,6,2023-04-30,54,350.28,2023-05-04,2023-05-04,True
2373,12,1,3,6,2023-04-30,44,83.74,2023-05-03,2023-05-03,True
2374,14,2,5,9,2023-04-30,156,385.79,2023-05-04,2023-05-04,True
2375,19,1,8,2,2023-04-30,120,57.67,2023-05-10,2023-05-10,True
2376,1,2,3,5,2023-05-01,84,207.57,2023-05-08,2023-05-08,True
2377,15,1,1,9,2023-05-01,87,154.17,2023-05-11,2023-05-12,False
2378,16,5,10,3,2023-05-01,197,149.08,2023-05-07,2023-05-07,True
2379,26,4,10,2,2023-05-01,141,363.88,2023-05-06,2023-05-06,True
2380,34,2,2,5,2023-05-01,175,284.77,2023-05-10,2023-05-10,True
2381,43,4,8,1,2023-05-01,63,344.5,2023-05-04,2023-05-04,True
2382,6,5,5,9,2023-05-02,67,303.7,2023-05-05,2023-05-05,True
2383,10,3,10,2,2023-05-02,169,50.63,2023-05-07,2023-05-07,True
2384,16,2,8,9,2023-05-02,167,444.25,2023-05-08,2023-05-08,True
2385,32,4,9,3,2023-05-02,140,87.09,2023-05-08,2023-05-08,True
2386,33,3,3,9,2023-05-02,141,417.41,2023-05-07,2023-05-07,True
2387,9,3,1,9,2023-05-03,195,130.88,2023-05-12,2023-05-12,True
2388,11,3,10,5,2023-05-03,131,163.35,2023-05-06,2023-05-06,True
2389,3,5,3,9,2023-05-04,102,237.51,2023-05-07,2023-05-07,True
2390,7,2,3,6,2023-05-04,50,436.52,2023-05-08,2023-05-08,True
2391,11,5,6,1,2023-05-04,22,95.33,2023-05-11,2023-05-11,True
2392,26,1,7,9,2023-05-04,45,390.98,2023-05-14,2023-05-14,True
2393,34,4,10,4,2023-05-04,151,65.92,2023-05-14,2023-05-17,False
2394,41,3,4,1,2023-05-04,34,334.52,2023-05-12,2023-05-12,True
2395,44,3,3,7,2023-05-04,121,105.07,2023-05-10,2023-05-10,True
2396,2,2,1,8,2023-05-05,85,137.34,2023-05-10,2023-05-10,True
2397,16,2,6,4,2023-05-05,45,141.91,2023-05-12,2023-05-14,False
2398,18,4,10,1,2023-05-05,188,122.4,2023-05-13,2023-05-13,True
2399,27,4,3,9,2023-05-05,56,159.1,2023-05-10,2023-05-14,False
2400,29,2,3,5,2023-05-05,35,181.0,2023-05-13,2023-05-13,True
2401,30,1,6,10,2023-05-05,110,178.27,2023-05-15,2023-05-15,True
2402,48,5,2,7,2023-05-05,99,115.43,2023-05-09,2023-05-09,True
2403,49,3,2,7,2023-05-05,15,426.92,2023-05-11,2023-05-11,True
2404,50,2,1,6,2023-05-05,61,324.13,2023-05-10,2023-05-10,True
2405,4,1,9,5,2023-05-06,97,322.12,2023-05-14,2023-05-14,True
2406,10,1,1,4,2023-05-06,168,341.14,2023-05-16,2023-05-16,True
2407,12,1,6,2,2023-05-06,169,93.87,2023-05-14,2023-05-14,True
2408,15,1,5,3,2023-05-06,116,489.15,2023-05-09,2023-05-09,True
2409,26,4,5,9,2023-05-06,170,107.21,2023-05-13,2023-05-13,True
2410,32,1,4,9,2023-05-06,81,169.63,2023-05-10,2023-05-10,True
2411,35,2,8,6,2023-05-06,17,144.61,2023-05-13,2023-05-13,True
2412,46,2,7,6,2023-05-06,182,75.8,2023-05-16,2023-05-16,True
2413,49,4,7,8,2023-05-06,150,187.63,2023-05-10,2023-05-10,True
2414,4,5,5,8,2023-05-07,197,378.18,2023-05-17,2023-05-17,True
2415,5,3,8,10,2023-05-07,162,378.51,2023-05-13,2023-05-13,True
2416,6,5,1,2,2023-05-07,154,482.58,2023-05-10,2023-05-10,True
2417,9,4,10,1,2023-05-07,194,201.35,2023-05-15,2023-05-15,True
2418,14,1,7,3,2023-05-07,25,162.71,2023-05-16,2023-05-21,False
2419,30,1,5,6,2023-05-07,47,388.94,2023-05-15,2023-05-15,True
2420,36,2,6,3,2023-05-07,52,444.49,2023-05-13,2023-05-13,True
2421,38,3,6,5,2023-05-07,138,282.27,2023-05-12,2023-05-12,True
2422,44,4,1,9,2023-05-07,44,432.37,2023-05-10,2023-05-10,True
2423,5,2,4,3,2023-05-08,195,375.65,2023-05-16,2023-05-16,True
2424,7,2,7,1,2023-05-08,40,171.57,2023-05-12,2023-05-12,True
2425,11,5,9,7,2023-05-08,160,448.04,2023-05-16,2023-05-16,True
2426,16,3,7,9,2023-05-08,123,395.58,2023-05-11,2023-05-11,True
2427,25,3,1,7,2023-05-08,57,225.46,2023-05-13,2023-05-13,True
2428,29,1,10,5,2023-05-08,157,356.26,2023-05-14,2023-05-14,True
2429,42,3,5,1,2023-05-08,28,259.88,2023-05-12,2023-05-12,True
2430,11,1,6,4,2023-05-09,69,112.8,2023-05-15,2023-05-15,True
2431,23,5,10,7,2023-05-09,125,298.07,2023-05-16,2023-05-16,True
2432,30,1,2,1,2023-05-09,57,459.19,2023-05-13,2023-05-13,True
2433,31,4,8,5,2023-05-09,193,141.64,2023-05-17,2023-05-17,True
2434,42,3,8,4,2023-05-09,30,193.76,2023-05-12,2023-05-12,True
2435,47,5,4,3,2023-05-09,39,91.02,2023-05-18,2023-05-18,True
2436,6,5,2,4,2023-05-10,136,172.92,2023-05-16,2023-05-16,True
2437,17,4,5,3,2023-05-10,63,75.02,2023-05-20,2023-05-25,False
2438,18,1,5,7,2023-05-10,153,235.54,2023-05-20,2023-05-20,True
2439,22,5,2,9,2023-05-10,183,200.49,2023-05-20,2023-05-20,True
2440,23,2,9,8,2023-05-10,59,485.94,2023-05-19,2023-05-19,True
2441,28,3,3,7,2023-05-10,44,246.48,2023-05-20,2023-05-20,True
2442,43,1,5,1,2023-05-10,141,441.8,2023-05-18,2023-05-18,True
2443,4,1,3,1,2023-05-11,76,361.16,2023-05-14,2023-05-14,True
2444,26,4,4,5,2023-05-11,63,260.19,2023-05-21,2023-05-21,True
2445,40,2,1,6,2023-05-11,40,126.56,2023-05-19,2023-05-19,True
2446,43,2,7,9,2023-05-11,162,454.02,2023-05-17,2023-05-17,True
2447,44,3,6,8,2023-05-11,64,461.78,2023-05-19,2023-05-19,True
2448,46,5,4,6,2023-05-11,114,439.63,2023-05-18,2023-05-18,True
2449,26,2,1,10,2023-05-12,165,390.93,2023-05-15,2023-05-15,True
2450,41,3,3,5,2023-05-12,129,93.17,2023-05-21,2023-05-23,False
2451,3,4,1,10,2023-05-13,151,467.08,2023-05-20,2023-05-20,True
2452,15,1,3,10,2023-05-13,169,320.08,2023-05-21,2023-05-21,True
2453,47,3,9,4,2023-05-13,85,361.27,2023-05-20,2023-05-20,True
2454,6,5,3,6,2023-05-14,113,109.85,2023-05-24,2023-05-24,True
2455,18,2,10,3,2023-05-14,185,315.72,2023-05-22,2023-05-22,True
2456,34,2,9,6,2023-05-14,90,144.62,2023-05-24,2023-05-24,True
2457,36,1,3,2,2023-05-14,69,345.91,2023-05-22,2023-05-22,True
2458,43,2,5,10,2023-05-14,48,474.78,2023-05-21,2023-05-21,True
2459,44,5,2,8,2023-05-14,154,236.22,2023-05-21,2023-05-21,True
2460,4,3,1,10,2023-05-15,160,180.7,2023-05-20,2023-05-20,True
2461,10,4,3,1,2023-05-15,100,491.11,2023-05-19,2023-05-19,True
2462,18,4,5,6,2023-05-15,50,373.2,2023-05-23,2023-05-23,True
2463,25,2,4,10,2023-05-15,36,363.58,2023-05-21,2023-05-21,True
2464,28,1,6,3,2023-05-15,72,61.36,2023-05-24,2023-05-29,False
2465,44,3,7,8,2023-05-15,200,239.69,2023-05-19,2023-05-19,True
2466,47,2,10,5,2023-05-15,67,86.02,2023-05-25,2023-05-25,True
2467,48,1,3,9,2023-05-15,41,195.39,2023-05-20,2023-05-20,True
2468,3,3,5,10,2023-05-16,37,254.53,2023-05-25,2023-05-25,True
2469,4,1,1,4,2023-05-16,111,232.1,2023-05-23,2023-05-23,True
2470,6,5,8,6,2023-05-16,52,179.61,2023-05-24,2023-05-27,False
2471,7,2,9,2,2023-05-16,140,171.79,2023-05-19,2023-05-19,True
2472,20,2,2,10,2023-05-16,21,117.87,2023-05-23,2023-05-26,False
2473,21,4,2,5,2023-05-16,31,56.48,2023-05-20,2023-05-20,True
2474,22,3,4,3,2023-05-16,160,328.86,2023-05-20,2023-05-20,True
2475,25,2,4,2,2023-05-16,17,308.56,2023-05-23,2023-05-23,True
2476,39,3,1,7,2023-05-16,93,50.13,2023-05-19,2023-05-19,True
2477,40,1,2,4,2023-05-16,121,484.12,2023-05-25,2023-05-25,True
2478,9,5,7,6,2023-05-17,108,76.63,2023-05-25,2023-05-25,True
2479,14,1,1,2,2023-05-17,139,105.63,2023-05-26,2023-05-26,True
2480,16,5,8,10,2023-05-17,111,211.21,2023-05-23,2023-05-23,True
2481,25,1,1,3,2023-05-17,178,192.5,2023-05-25,2023-05-25,True
2482,26,3,6,9,2023-05-17,73,272.02,2023-05-27,2023-05-27,True
2483,37,4,8,5,2023-05-17,179,201.38,2023-05-23,2023-05-23,True
2484,4,4,3,4,2023-05-18,107,215.7,2023-05-27,2023-05-27,True
2485,12,4,1,6,2023-05-18,53,223.12,2023-05-26,2023-05-28,False
2486,23,4,6,1,2023-05-18,106,497.21,2023-05-24,2023-05-24,True
2487,29,1,10,4,2023-05-18,152,92.51,2023-05-27,2023-05-28,False
2488,39,5,5,10,2023-05-18,29,115.81,2023-05-21,2023-05-21,True
2489,41,2,10,6,2023-05-18,86,74.53,2023-05-24,2023-05-24,True
2490,45,3,1,4,2023-05-18,59,86.55,2023-05-23,2023-05-23,True
2491,30,5,6,8,2023-05-19,156,59.8,2023-05-25,2023-05-25,True
2492,31,4,6,2,2023-05-19,34,388.88,2023-05-27,2023-05-27,True
2493,48,1,8,2,2023-05-19,193,436.88,2023-05-24,2023-05-24,True
2494,11,3,5,10,2023-05-20,159,424.03,2023-05-30,2023-05-30,True
2495,18,3,10,1,2023-05-20,129,410.44,2023-05-27,2023-05-27,True
2496,26,1,5,1,2023-05-20,121,276.88,2023-05-30,2023-05-30,True
2497,27,5,6,2,2023-05-20,45,332.67,2023-05-23,2023-05-23,True
2498,29,4,10,1,2023-05-20,180,254.55,2023-05-25,2023-05-29,False
2499,35,3,8,9,2023-05-20,95,257.91,2023-05-23,2023-05-23,True
2500,40,4,4,2,2023-05-20,127,349.93,2023-05-30,2023-05-30,True
2501,32,1,9,5,2023-05-21,145,129.94,2023-05-27,2023-05-27,True
2502,49,5,10,6,2023-05-21,142,319.85,2023-05-24,2023-05-29,False
2503,5,3,9,6,2023-05-22,50,474.22,2023-05-30,2023-05-30,True
2504,7,2,5,2,2023-05-22,146,147.59,2023-05-28,2023-05-28,True
2505,8,3,6,10,2023-05-22,178,365.39,2023-05-28,2023-05-28,True
2506,10,1,9,5,2023-05-22,54,144.68,2023-05-29,2023-05-29,True
2507,27,3,4,1,2023-05-22,125,429.53,2023-05-30,2023-05-30,True
2508,31,4,2,1,2023-05-22,73,459.24,2023-05-26,2023-05-26,True
2509,11,2,1,2,2023-05-23,167,327.33,2023-06-02,2023-06-02,True
2510,22,5,9,5,2023-05-23,60,144.54,2023-05-28,2023-05-28,True
2511,35,5,7,8,2023-05-23,191,102.75,2023-06-01,2023-06-01,True
2512,10,1,1,6,2023-05-24,166,341.65,2023-06-02,2023-06-02,True
2513,11,1,9,2,2023-05-24,47,271.39,2023-05-27,2023-05-27,True
2514,17,5,10,5,2023-05-24,45,209.07,2023-06-03,2023-06-03,True
2515,24,2,5,2,2023-05-24,32,207.17,2023-05-31,2023-06-02,False
2516,23,3,2,5,2023-05-25,40,183.89,2023-06-02,2023-06-02,True
2517,31,4,7,4,2023-05-25,145,376.54,2023-06-01,2023-06-01,True
2518,32,3,8,10,2023-05-25,166,479.71,2023-05-28,2023-05-28,True
2519,33,3,1,7,2023-05-25,16,350.42,2023-06-04,2023-06-04,True
2520,34,1,9,10,2023-05-25,100,483.17,2023-06-01,2023-06-01,True
2521,37,1,4,6,2023-05-25,15,169.91,2023-05-30,2023-05-30,True
2522,4,1,8,3,2023-05-26,13,490.55,2023-05-30,2023-05-30,True
2523,7,2,1,5,2023-05-26,149,401.57,2023-06-02,2023-06-02,True
2524,15,1,7,4,2023-05-26,115,488.13,2023-05-29,2023-05-29,True
2525,35,1,3,2,2023-05-26,47,316.58,2023-06-05,2023-06-05,True
2526,36,5,2,10,2023-05-26,171,175.93,2023-06-05,2023-06-05,True
2527,46,4,8,10,2023-05-26,156,478.67,2023-05-30,2023-05-30,True
2528,48,3,2,1,2023-05-26,103,241.0,2023-06-03,2023-06-03,True
2529,3,3,5,10,2023-05-27,63,491.02,2023-06-04,2023-06-04,True
2530,10,1,10,3,2023-05-27,119,359.03,2023-06-01,2023-06-01,True
2531,13,4,4,3,2023-05-27,112,437.89,2023-06-03,2023-06-03,True
2532,1,1,5,1,2023-05-28,163,328.16,2023-06-06,2023-06-06,True
2533,16,2,5,6,2023-05-28,98,75.07,2023-06-01,2023-06-01,True
2534,20,5,10,6,2023-05-28,21,88.68,2023-06-01,2023-06-01,True
2535,41,1,3,8,2023-05-28,123,168.05,2023-06-06,2023-06-06,True
2536,44,2,10,8,2023-05-28,160,256.58,2023-06-05,2023-06-05,True
2537,45,4,7,8,2023-05-28,125,104.23,2023-05-31,2023-05-31,True
2538,34,5,3,1,2023-05-29,197,412.24,2023-06-04,2023-06-04,True
2539,37,4,8,7,2023-05-29,16,83.46,2023-06-05,2023-06-05,True
2540,21,1,8,2,2023-05-30,122,328.24,2023-06-06,2023-06-06,True
2541,35,3,9,2,2023-05-30,124,421.39,2023-06-03,2023-06-03,True
2542,50,1,7,1,2023-05-30,199,282.28,2023-06-06,2023-06-06,True
2543,4,4,2,10,2023-05-31,168,250.89,2023-06-03,2023-06-03,True
2544,11,5,8,3,2023-05-31,57,251.23,2023-06-03,2023-06-03,True
2545,17,2,10,8,2023-05-31,90,78.7,2023-06-07,2023-06-07,True
2546,31,4,5,10,2023-05-31,146,349.33,2023-06-06,2023-06-06,True
2547,41,3,5,9,2023-05-31,106,174.73,2023-06-03,2023-06-03,True
2548,44,3,10,6,2023-05-31,79,84.35,2023-06-09,2023-06-09,True
2549,47,4,2,4,2023-05-31,44,464.91,2023-06-05,2023-06-05,True
2550,48,3,2,1,2023-05-31,187,229.55,2023-06-09,2023-06-09,True
2551,9,3,1,7,2023-06-01,17,52.49,2023-06-04,2023-06-04,True
2552,18,2,10,9,2023-06-01,174,346.73,2023-06-10,2023-06-10,True
2553,19,2,4,9,2023-06-01,141,338.91,2023-06-04,2023-06-04,True
2554,7,2,1,9,2023-06-02,133,417.28,2023-06-08,2023-06-08,True
2555,10,5,10,6,2023-06-02,113,79.5,2023-06-09,2023-06-09,True
2556,17,5,2,6,2023-06-02,26,174.84,2023-06-12,2023-06-12,True
2557,18,1,7,2,2023-06-02,176,68.14,2023-06-05,2023-06-05,True
2558,46,4,8,2,2023-06-02,152,222.22,2023-06-09,2023-06-09,True
2559,12,1,9,8,2023-06-03,108,304.83,2023-06-10,2023-06-10,True
2560,31,4,1,2,2023-06-03,165,377.27,2023-06-07,2023-06-07,True
2561,32,1,5,4,2023-06-03,130,416.44,2023-06-07,2023-06-07,True
2562,50,4,6,8,2023-06-03,149,141.1,2023-06-07,2023-06-07,True
2563,39,1,4,1,2023-06-04,166,373.69,2023-06-13,2023-06-13,True
2564,43,5,10,6,2023-06-04,180,272.05,2023-06-09,2023-06-09,True
2565,6,5,6,5,2023-06-05,161,332.84,2023-06-11,2023-06-11,True
2566,15,1,10,9,2023-06-05,11,457.03,2023-06-15,2023-06-15,True
2567,29,2,10,5,2023-06-05,77,463.31,2023-06-09,2023-06-09,True
2568,38,3,8,9,2023-06-05,182,91.3,2023-06-12,2023-06-12,True
2569,40,3,4,9,2023-06-05,53,490.95,2023-06-09,2023-06-09,True
2570,42,5,1,3,2023-06-05,50,133.94,2023-06-08,2023-06-08,True
2571,48,4,5,9,2023-06-05,49,281.9,2023-06-09,2023-06-09,True
2572,12,5,4,3,2023-06-06,83,213.83,2023-06-13,2023-06-13,True
2573,16,2,3,8,2023-06-06,109,443.99,2023-06-11,2023-06-11,True
2574,36,2,1,10,2023-06-06,153,250.92,2023-06-10,2023-06-10,True
2575,40,2,8,4,2023-06-06,116,377.98,2023-06-09,2023-06-09,True
2576,19,5,3,4,2023-06-07,162,83.04,2023-06-13,2023-06-13,True
2577,32,3,10,1,2023-06-07,162,279.38,2023-06-15,2023-06-15,True
2578,35,2,1,2,2023-06-07,106,498.99,2023-06-14,2023-06-14,True
2579,47,1,6,1,2023-06-07,23,164.82,2023-06-13,2023-06-13,True
2580,1,3,3,1,2023-06-08,172,296.5,2023-06-16,2023-06-16,True
2581,2,2,6,2,2023-06-08,72,451.61,2023-06-12,2023-06-12,True
2582,21,2,5,10,2023-06-08,156,107.53,2023-06-11,2023-06-11,True
2583,34,4,9,6,2023-06-08,91,370.52,2023-06-13,2023-06-13,True
2584,38,3,10,3,2023-06-08,191,217.02,2023-06-15,2023-06-15,True
2585,42,5,4,10,2023-06-08,181,496.76,2023-06-18,2023-06-18,True
2586,49,2,4,8,2023-06-08,58,358.57,2023-06-11,2023-06-11,True
2587,12,1,7,10,2023-06-09,148,241.25,2023-06-15,2023-06-15,True
2588,33,4,6,9,2023-06-09,85,441.93,2023-06-14,2023-06-14,True
2589,37,2,1,9,2023-06-09,62,137.73,2023-06-18,2023-06-18,True
2590,38,3,5,4,2023-06-09,42,65.6,2023-06-17,2023-06-17,True
2591,10,2,10,9,2023-06-10,33,255.65,2023-06-20,2023-06-20,True
2592,21,1,1,2,2023-06-10,26,125.07,2023-06-16,2023-06-16,True
2593,22,5,5,7,2023-06-10,146,445.71,2023-06-20,2023-06-20,True
2594,31,4,3,8,2023-06-10,41,225.7,2023-06-17,2023-06-17,True
2595,36,1,10,8,2023-06-10,152,349.07,2023-06-17,2023-06-17,True
2596,47,5,6,4,2023-06-10,179,129.4,2023-06-14,2023-06-14,True
2597,48,4,9,7,2023-06-10,46,108.44,2023-06-15,2023-06-15,True
2598,7,2,8,7,2023-06-11,86,386.09,2023-06-14,2023-06-14,True
2599,24,2,5,7,2023-06-11,75,125.65,2023-06-14,2023-06-14,True
2600,26,1,2,8,2023-06-11,190,367.35,2023-06-17,2023-06-17,True
2601,4,1,9,8,2023-06-12,117,50.08,2023-06-15,2023-06-20,False
2602,9,3,6,8,2023-06-12,49,182.74,2023-06-22,2023-06-22,True
2603,20,1,9,1,2023-06-12,158,479.03,2023-06-15,2023-06-19,False
2604,23,3,3,9,2023-06-12,66,287.45,2023-06-19,2023-06-19,True
2605,30,5,5,6,2023-06-12,64,413.51,2023-06-15,2023-06-19,False
2606,5,1,8,9,2023-06-13,91,203.75,2023-06-22,2023-06-22,True
2607,25,4,4,10,2023-06-13,195,52.19,2023-06-18,2023-06-18,True
2608,36,4,4,6,2023-06-13,44,149.3,2023-06-21,2023-06-21,True
2609,38,3,8,4,2023-06-13,60,205.26,2023-06-22,2023-06-22,True
2610,39,1,3,1,2023-06-13,197,405.08,2023-06-17,2023-06-17,True
2611,40,2,7,6,2023-06-13,130,321.65,2023-06-16,2023-06-16,True
2612,47,4,1,9,2023-06-13,37,92.37,2023-06-21,2023-06-21,True
2613,1,1,10,8,2023-06-15,63,302.83,2023-06-23,2023-06-23,True
2614,4,3,9,7,2023-06-15,192,175.98,2023-06-23,2023-06-25,False
2615,7,2,10,3,2023-06-15,147,418.92,2023-06-21,2023-06-21,True
2616,13,2,6,7,2023-06-15,17,381.18,2023-06-24,2023-06-24,True
2617,17,1,5,7,2023-06-15,160,83.93,2023-06-24,2023-06-24,True
2618,24,1,2,4,2023-06-15,136,302.69,2023-06-21,2023-06-21,True
2619,34,5,4,1,2023-06-15,19,308.39,2023-06-20,2023-06-20,True
2620,39,1,1,10,2023-06-15,161,83.55,2023-06-25,2023-06-26,False
2621,40,3,9,10,2023-06-15,74,276.31,2023-06-25,2023-06-25,True
2622,46,4,7,1,2023-06-15,129,416.42,2023-06-23,2023-06-23,True
2623,9,1,2,10,2023-06-16,70,136.59,2023-06-22,2023-06-22,True
2624,22,3,4,6,2023-06-16,193,239.17,2023-06-20,2023-06-20,True
2625,24,2,8,1,2023-06-16,70,228.08,2023-06-22,2023-06-22,True
2626,33,3,6,2,2023-06-16,109,360.4,2023-06-21,2023-06-21,True
2627,34,4,1,8,2023-06-16,66,208.81,2023-06-19,2023-06-19,True
2628,40,2,7,9,2023-06-16,159,414.3,2023-06-21,2023-06-21,True
2629,8,4,3,4,2023-06-17,165,263.47,2023-06-25,2023-06-25,True
2630,13,2,5,2,2023-06-17,110,293.17,2023-06-27,2023-06-27,True
2631,21,5,1,10,2023-06-17,107,113.55,2023-06-21,2023-06-21,True
2632,3,4,5,4,2023-06-18,84,357.75,2023-06-28,2023-06-28,True
2633,11,2,10,2,2023-06-18,82,369.19,2023-06-25,2023-06-25,True
2634,18,1,5,10,2023-06-18,24,361.92,2023-06-22,2023-06-22,True
2635,37,1,4,8,2023-06-18,83,159.57,2023-06-25,2023-06-25,True
2636,11,5,4,7,2023-06-19,139,165.38,2023-06-24,2023-06-24,True
2637,29,3,3,4,2023-06-19,66,127.31,2023-06-23,2023-06-23,True
2638,30,2,9,2,2023-06-19,154,104.56,2023-06-22,2023-06-22,True
2639,6,5,7,10,2023-06-20,105,245.99,2023-06-26,2023-06-26,True
2640,9,1,4,10,2023-06-20,26,278.28,2023-06-27,2023-06-27,True
2641,10,4,8,1,2023-06-20,108,236.78,2023-06-26,2023-06-26,True
2642,23,1,10,4,2023-06-20,181,335.2,2023-06-27,2023-06-27,True
2643,31,4,5,1,2023-06-20,111,302.98,2023-06-26,2023-06-26,True
2644,40,3,4,3,2023-06-20,148,169.89,2023-06-23,2023-06-23,True
2645,7,2,4,6,2023-06-21,126,471.22,2023-06-28,2023-06-28,True
2646,12,2,1,7,2023-06-21,73,138.99,2023-06-27,2023-06-27,True
2647,30,5,3,8,2023-06-21,63,314.98,2023-06-24,2023-06-24,True
2648,33,2,7,2,2023-06-21,156,478.29,2023-06-29,2023-07-03,False
2649,42,4,8,4,2023-06-21,62,459.59,2023-06-24,2023-06-24,True
2650,13,1,1,5,2023-06-22,77,452.37,2023-07-02,2023-07-02,True
2651,30,1,6,3,2023-06-22,166,206.68,2023-06-30,2023-07-02,False
